Global_active_power,Global_intensity,Global_reactive_power,Sub_metering_1,Sub_metering_2,Voltage
1.872,7.800,0.000,0.000,18.0,237.550
1.878,7.800,0.000,0.000,17.0,237.970
1.682,7.000,0.000,0.000,17.0,238.050
1.364,5.600,0.000,0.000,18.0,238.120
1.406,5.800,0.088,0.000,17.0,237.470
1.392,5.800,0.084,0.000,17.0,236.590
1.402,5.800,0.088,0.000,18.0,237.720
1.406,5.800,0.090,0.000,17.0,238.270
1.400,5.800,0.088,0.000,17.0,237.810
1.406,5.800,0.092,0.000,18.0,238.480
1.440,6.000,0.116,0.000,17.0,238.560
1.478,6.200,0.192,0.000,18.0,238.480
1.480,6.200,0.194,0.000,17.0,238.760
1.178,5.400,0.194,0.000,13.0,238.210
0.428,2.000,0.204,0.000,0.0,238.880
0.428,2.000,0.206,0.000,0.0,239.120
0.410,1.800,0.206,0.000,0.0,239.080
0.364,1.600,0.210,0.000,0.0,239.930
0.362,1.600,0.208,0.000,0.0,239.390
0.344,1.600,0.180,0.000,0.0,237.450
0.220,1.000,0.000,0.000,0.0,237.300
0.196,0.800,0.000,0.000,0.0,238.110
0.194,0.800,0.000,0.000,0.0,238.220
0.196,0.800,0.000,0.000,0.0,238.610
0.196,0.800,0.000,0.000,0.0,238.520
0.196,0.800,0.000,0.000,0.0,238.490
0.196,0.800,0.000,0.000,0.0,238.610
0.196,0.800,0.000,0.000,0.0,238.810
0.194,0.800,0.000,0.000,0.0,237.880
0.194,0.800,0.000,0.000,0.0,238.170
0.196,0.800,0.000,0.000,0.0,238.460
0.196,0.800,0.000,0.000,0.0,238.560
0.196,0.800,0.000,0.000,0.0,238.820
0.196,0.800,0.000,0.000,0.0,239.190
0.196,0.800,0.000,0.000,0.0,239.910
0.196,0.800,0.000,0.000,0.0,239.630
0.196,0.800,0.000,0.000,0.0,239.250
0.196,0.800,0.000,0.000,0.0,238.990
0.196,0.800,0.000,0.000,0.0,239.230
0.194,0.800,0.000,0.000,0.0,238.690
0.196,0.800,0.000,0.000,0.0,239.540
0.196,0.800,0.000,0.000,0.0,240.080
0.196,0.800,0.000,0.000,0.0,239.380
0.196,0.800,0.000,0.000,0.0,239.340
0.294,1.400,0.070,0.000,0.0,239.080
0.310,1.400,0.104,0.000,0.0,238.810
0.308,1.400,0.108,0.000,0.0,239.590
0.306,1.400,0.108,0.000,0.0,239.460
0.302,1.200,0.108,0.000,0.0,239.610
0.296,1.200,0.108,0.000,0.0,239.780
0.294,1.200,0.108,0.000,0.0,240.000
0.296,1.200,0.112,0.000,0.0,240.720
0.294,1.200,0.112,0.000,0.0,240.980
0.300,1.200,0.112,0.000,0.0,240.930
0.300,1.200,0.114,0.000,0.0,241.260
0.298,1.200,0.112,0.000,0.0,240.810
0.298,1.200,0.114,0.000,0.0,241.440
0.298,1.200,0.116,0.000,0.0,241.780
0.372,1.800,0.190,0.000,0.0,241.190
0.374,1.800,0.216,0.000,0.0,241.110
0.314,1.400,0.132,0.000,0.0,241.740
0.282,1.200,0.088,0.000,0.0,242.190
0.282,1.200,0.090,0.000,0.0,242.680
0.280,1.200,0.086,0.000,0.0,242.240
0.276,1.200,0.084,0.000,0.0,241.530
0.276,1.200,0.084,0.000,0.0,241.650
0.238,1.000,0.000,0.000,0.0,241.790
0.204,0.800,0.000,0.000,0.0,242.420
0.204,0.800,0.000,0.000,0.0,242.510
0.206,0.800,0.000,0.000,0.0,243.000
0.208,0.800,0.000,0.000,0.0,244.080
0.208,0.800,0.000,0.000,0.0,244.000
0.206,0.800,0.000,0.000,0.0,244.090
0.208,0.800,0.000,0.000,0.0,244.100
0.206,0.800,0.000,0.000,0.0,243.490
0.208,0.800,0.000,0.000,0.0,244.170
0.206,0.800,0.000,0.000,0.0,243.800
0.198,0.800,0.000,0.000,0.0,243.150
0.198,0.800,0.000,0.000,0.0,242.780
0.200,0.800,0.000,0.000,0.0,243.430
0.202,0.800,0.000,0.000,0.0,244.500
0.200,0.800,0.000,0.000,0.0,244.170
0.200,0.800,0.000,0.000,0.0,243.690
0.200,0.800,0.000,0.000,0.0,243.970
0.210,1.000,0.000,0.000,0.0,244.390
0.326,1.400,0.122,0.000,0.0,243.310
0.314,1.400,0.120,0.000,0.0,243.290
0.312,1.400,0.124,0.000,0.0,243.960
0.312,1.400,0.126,0.000,0.0,244.400
0.304,1.400,0.124,0.000,0.0,244.090
0.302,1.400,0.124,0.000,0.0,244.210
0.300,1.200,0.124,0.000,0.0,244.290
0.300,1.200,0.124,0.000,0.0,244.240
0.300,1.400,0.130,0.000,0.0,245.370
0.350,1.800,0.184,0.000,0.0,245.540
0.380,1.800,0.252,1.000,0.0,244.410
0.382,1.800,0.256,1.000,0.0,245.140
0.380,1.800,0.252,2.000,0.0,244.550
0.382,1.800,0.254,1.000,0.0,244.820
0.386,1.800,0.258,2.000,0.0,245.380
0.360,1.600,0.214,1.000,0.0,244.920
0.294,1.200,0.116,1.000,0.0,244.900
0.286,1.200,0.114,2.000,0.0,244.730
0.286,1.200,0.114,1.000,0.0,244.330
0.286,1.200,0.114,2.000,0.0,244.300
0.310,1.400,0.128,1.000,0.0,244.310
0.360,1.600,0.224,1.000,0.0,244.420
0.360,1.600,0.226,2.000,0.0,244.880
0.358,1.600,0.220,1.000,0.0,244.080
0.356,1.600,0.220,1.000,0.0,244.200
0.354,1.600,0.220,2.000,0.0,243.980
0.352,1.600,0.220,1.000,0.0,244.010
0.348,1.600,0.218,1.000,0.0,243.720
0.348,1.600,0.220,2.000,0.0,244.000
0.296,1.400,0.142,1.000,0.0,243.360
0.274,1.200,0.110,1.000,0.0,243.610
0.274,1.200,0.112,1.000,0.0,244.040
0.276,1.200,0.112,2.000,0.0,244.290
0.248,1.000,0.068,0.000,0.0,244.910
0.202,0.800,0.000,0.000,0.0,244.960
0.202,0.800,0.000,0.000,0.0,245.200
0.202,0.800,0.000,0.000,0.0,245.280
0.200,0.800,0.000,0.000,0.0,244.320
0.202,0.800,0.000,0.000,0.0,244.680
0.200,0.800,0.000,0.000,0.0,244.330
0.280,1.200,0.072,0.000,0.0,244.860
0.312,1.400,0.126,0.000,0.0,244.460
0.308,1.400,0.126,0.000,0.0,244.520
0.308,1.400,0.130,0.000,0.0,245.160
0.306,1.400,0.130,0.000,0.0,245.360
0.306,1.400,0.132,0.000,0.0,245.570
0.304,1.400,0.132,0.000,0.0,245.840
0.304,1.400,0.134,0.000,0.0,246.220
0.302,1.400,0.132,0.000,0.0,245.650
0.300,1.400,0.132,0.000,0.0,245.640
0.300,1.400,0.134,0.000,0.0,245.760
0.300,1.400,0.136,0.000,0.0,246.240
0.300,1.400,0.134,0.000,0.0,246.040
0.300,1.400,0.134,0.000,0.0,245.890
0.300,1.400,0.134,0.000,0.0,245.970
0.300,1.400,0.134,0.000,0.0,246.050
0.210,0.800,0.000,0.000,0.0,246.390
0.208,0.800,0.000,0.000,0.0,247.060
0.208,0.800,0.000,0.000,0.0,246.720
0.208,0.800,0.000,0.000,0.0,247.040
0.208,0.800,0.000,0.000,0.0,246.500
0.208,0.800,0.000,0.000,0.0,246.720
0.208,0.800,0.000,0.000,0.0,247.080
0.208,0.800,0.000,0.000,0.0,246.890
0.206,0.800,0.000,0.000,0.0,246.540
0.208,0.800,0.000,0.000,0.0,247.060
0.208,0.800,0.000,0.000,0.0,246.590
0.206,0.800,0.000,0.000,0.0,246.270
0.204,0.800,0.000,0.000,0.0,245.250
0.276,1.400,0.066,0.000,0.0,244.130
0.280,1.200,0.096,0.000,0.0,244.780
0.282,1.200,0.096,0.000,0.0,244.980
0.282,1.200,0.100,0.000,0.0,245.620
0.282,1.200,0.100,0.000,0.0,245.700
0.282,1.200,0.102,0.000,0.0,246.020
0.280,1.200,0.100,0.000,0.0,245.860
0.280,1.200,0.102,0.000,0.0,246.030
0.240,1.000,0.000,0.000,0.0,245.920
0.206,0.800,0.000,0.000,0.0,245.760
0.206,0.800,0.000,0.000,0.0,245.700
0.206,0.800,0.000,0.000,0.0,246.180
0.328,1.400,0.130,0.000,0.0,245.610
0.314,1.400,0.128,0.000,0.0,244.630
0.310,1.400,0.128,0.000,0.0,244.510
0.308,1.400,0.130,0.000,0.0,244.800
0.306,1.400,0.128,0.000,0.0,244.640
0.306,1.400,0.130,0.000,0.0,245.110
0.306,1.400,0.132,0.000,0.0,245.380
0.306,1.400,0.134,0.000,0.0,245.810
0.306,1.400,0.138,0.000,0.0,246.600
0.306,1.400,0.138,0.000,0.0,246.750
0.304,1.400,0.136,0.000,0.0,246.270
0.304,1.400,0.140,0.000,0.0,246.990
0.304,1.400,0.142,0.000,0.0,247.390
0.304,1.400,0.142,0.000,0.0,247.280
0.304,1.400,0.142,0.000,0.0,247.090
0.230,1.000,0.000,0.000,0.0,246.590
0.206,0.800,0.000,0.000,0.0,246.350
0.206,0.800,0.000,0.000,0.0,246.630
0.206,0.800,0.000,0.000,0.0,246.550
0.206,0.800,0.000,0.000,0.0,246.810
0.206,0.800,0.000,0.000,0.0,246.850
0.206,0.800,0.000,0.000,0.0,246.620
0.206,0.800,0.000,0.000,0.0,245.870
0.204,0.800,0.000,0.000,0.0,245.480
0.204,0.800,0.000,0.000,0.0,245.220
0.206,0.800,0.000,0.000,0.0,245.980
0.208,0.800,0.000,0.000,0.0,246.890
0.208,0.800,0.000,0.000,0.0,246.830
0.208,0.800,0.000,0.000,0.0,246.900
0.208,0.800,0.000,0.000,0.0,247.670
0.208,0.800,0.000,0.000,0.0,246.970
0.206,0.800,0.000,0.000,0.0,246.470
0.208,0.800,0.000,0.000,0.0,246.670
0.208,0.800,0.000,0.000,0.0,246.590
0.206,0.800,0.000,0.000,0.0,245.930
0.206,0.800,0.000,0.000,0.0,246.030
0.206,0.800,0.000,0.000,0.0,246.260
0.300,1.400,0.104,0.000,0.0,245.880
0.282,1.200,0.100,0.000,0.0,245.420
0.282,1.200,0.100,0.000,0.0,245.630
0.334,1.600,0.150,0.000,0.0,245.060
0.392,1.800,0.240,0.000,0.0,245.560
0.388,1.800,0.242,0.000,0.0,245.760
0.382,1.800,0.236,0.000,0.0,244.930
0.372,1.800,0.222,0.000,0.0,244.300
0.306,1.400,0.126,0.000,0.0,244.500
0.304,1.400,0.126,0.000,0.0,244.310
0.302,1.400,0.126,0.000,0.0,244.490
0.302,1.400,0.126,0.000,0.0,244.490
0.300,1.200,0.126,0.000,0.0,244.270
0.300,1.200,0.126,0.000,0.0,244.330
0.300,1.200,0.126,0.000,0.0,243.930
0.300,1.200,0.124,0.000,0.0,243.870
0.300,1.200,0.126,0.000,0.0,244.200
0.300,1.200,0.126,0.000,0.0,244.270
0.266,1.200,0.078,0.000,0.0,244.660
0.206,0.800,0.000,0.000,0.0,244.350
0.204,0.800,0.000,0.000,0.0,243.580
0.202,0.800,0.000,0.000,0.0,242.200
0.202,0.800,0.000,0.000,0.0,242.700
0.204,0.800,0.000,0.000,0.0,243.420
0.204,0.800,0.000,0.000,0.0,243.370
0.204,0.800,0.000,0.000,0.0,243.560
0.204,0.800,0.000,0.000,0.0,244.480
0.286,1.400,0.088,0.000,0.0,243.850
0.290,1.200,0.114,2.000,0.0,244.270
0.288,1.200,0.114,1.000,0.0,244.070
0.286,1.200,0.110,1.000,0.0,243.230
0.286,1.200,0.108,2.000,0.0,242.620
0.286,1.200,0.108,1.000,0.0,242.530
0.288,1.200,0.110,2.000,0.0,243.110
0.288,1.200,0.112,1.000,0.0,243.790
0.288,1.200,0.114,2.000,0.0,244.000
0.288,1.200,0.114,1.000,0.0,244.340
0.288,1.200,0.114,1.000,0.0,244.160
0.288,1.200,0.116,2.000,0.0,244.630
0.288,1.200,0.116,1.000,0.0,244.740
0.286,1.200,0.114,1.000,0.0,244.150
0.284,1.200,0.112,2.000,0.0,243.940
0.284,1.200,0.116,1.000,0.0,244.890
0.284,1.200,0.118,1.000,0.0,245.260
0.350,1.600,0.186,2.000,0.0,245.390
0.394,1.800,0.256,1.000,0.0,244.940
0.386,1.800,0.254,1.000,0.0,244.370
0.384,1.800,0.254,1.000,0.0,244.230
0.384,1.800,0.258,2.000,0.0,244.950
0.424,2.200,0.290,1.000,0.0,244.170
0.452,2.400,0.358,1.000,0.0,243.870
0.396,2.000,0.262,0.000,0.0,243.660
0.378,1.800,0.236,0.000,0.0,244.660
0.378,1.800,0.240,0.000,0.0,245.160
0.376,1.800,0.238,0.000,0.0,244.810
0.376,1.800,0.242,0.000,0.0,245.540
0.374,1.800,0.240,0.000,0.0,245.140
0.360,1.600,0.222,0.000,0.0,244.940
0.298,1.200,0.128,0.000,0.0,244.530
0.222,1.000,0.000,0.000,0.0,244.220
0.204,0.800,0.000,0.000,0.0,244.310
0.202,0.800,0.000,0.000,0.0,243.600
0.202,0.800,0.000,0.000,0.0,243.690
0.204,0.800,0.000,0.000,0.0,244.520
0.206,0.800,0.000,0.000,0.0,245.610
0.206,0.800,0.000,0.000,0.0,245.920
0.206,0.800,0.000,0.000,0.0,246.200
0.206,0.800,0.000,0.000,0.0,246.040
0.206,0.800,0.000,0.000,0.0,245.650
0.204,0.800,0.000,0.000,0.0,245.070
0.204,0.800,0.000,0.000,0.0,245.140
0.204,0.800,0.000,0.000,0.0,244.900
0.204,0.800,0.000,0.000,0.0,245.050
0.204,0.800,0.000,0.000,0.0,244.690
0.204,0.800,0.000,0.000,0.0,244.820
0.204,0.800,0.000,0.000,0.0,245.210
0.204,0.800,0.000,0.000,0.0,244.950
0.204,0.800,0.000,0.000,0.0,244.880
0.204,0.800,0.000,0.000,0.0,245.140
0.206,0.800,0.000,0.000,0.0,245.410
0.204,0.800,0.000,0.000,0.0,244.540
0.202,0.800,0.000,0.000,0.0,243.030
0.204,0.800,0.000,0.000,0.0,244.290
0.206,0.800,0.000,0.000,0.0,245.900
0.208,0.800,0.000,0.000,0.0,246.180
0.324,1.400,0.128,0.000,0.0,246.850
0.318,1.400,0.138,0.000,0.0,246.860
0.314,1.400,0.136,0.000,0.0,246.130
0.312,1.400,0.136,0.000,0.0,246.080
0.312,1.400,0.138,0.000,0.0,246.690
0.310,1.400,0.136,0.000,0.0,246.230
0.308,1.400,0.134,0.000,0.0,245.680
0.306,1.400,0.132,0.000,0.0,245.490
0.306,1.400,0.134,0.000,0.0,245.830
0.306,1.400,0.134,0.000,0.0,245.720
0.304,1.400,0.136,0.000,0.0,246.030
0.304,1.400,0.136,0.000,0.0,246.230
0.304,1.400,0.138,0.000,0.0,246.410
0.304,1.400,0.136,0.000,0.0,246.050
0.240,1.000,0.000,0.000,0.0,246.080
0.210,0.800,0.000,0.000,0.0,246.790
0.302,1.400,0.102,0.000,0.0,246.310
0.286,1.200,0.104,0.000,0.0,246.590
0.286,1.200,0.102,0.000,0.0,245.880
0.286,1.200,0.104,0.000,0.0,246.280
0.286,1.200,0.108,0.000,0.0,247.230
0.286,1.200,0.108,0.000,0.0,247.310
0.284,1.200,0.106,0.000,0.0,246.960
0.280,1.200,0.102,0.000,0.0,246.230
0.210,0.800,0.000,0.000,0.0,247.130
0.208,0.800,0.000,0.000,0.0,246.080
0.208,0.800,0.000,0.000,0.0,245.780
0.208,0.800,0.000,0.000,0.0,245.650
0.208,0.800,0.000,0.000,0.0,246.350
0.210,0.800,0.000,0.000,0.0,246.660
0.210,0.800,0.000,0.000,0.0,247.680
0.212,0.800,0.000,0.000,0.0,247.620
0.210,0.800,0.000,0.000,0.0,247.440
0.210,0.800,0.000,0.000,0.0,247.590
0.210,0.800,0.000,0.000,0.0,247.700
0.210,0.800,0.000,0.000,0.0,247.430
0.210,0.800,0.000,0.000,0.0,246.890
0.208,0.800,0.000,0.000,0.0,246.570
0.210,0.800,0.000,0.000,0.0,246.760
0.210,0.800,0.000,0.000,0.0,247.650
0.276,1.200,0.066,0.000,0.0,247.830
0.322,1.400,0.142,0.000,0.0,247.550
0.320,1.400,0.142,0.000,0.0,247.650
0.318,1.400,0.146,0.000,0.0,248.180
0.316,1.400,0.144,0.000,0.0,247.930
0.314,1.400,0.144,0.000,0.0,247.790
0.310,1.400,0.142,0.000,0.0,247.400
0.310,1.400,0.142,0.000,0.0,247.490
0.310,1.400,0.144,0.000,0.0,247.970
0.308,1.400,0.146,0.000,0.0,248.120
0.308,1.400,0.146,0.000,0.0,248.190
0.308,1.400,0.148,0.000,0.0,248.360
0.308,1.400,0.148,0.000,0.0,248.530
0.308,1.400,0.148,0.000,0.0,248.730
0.262,1.200,0.080,0.000,0.0,248.570
0.210,0.800,0.000,0.000,0.0,247.660
0.210,0.800,0.000,0.000,0.0,247.440
0.208,0.800,0.000,0.000,0.0,246.700
0.206,0.800,0.000,0.000,0.0,245.690
0.208,0.800,0.000,0.000,0.0,245.830
0.208,0.800,0.000,0.000,0.0,245.970
0.208,0.800,0.000,0.000,0.0,246.450
0.208,0.800,0.000,0.000,0.0,246.460
0.208,0.800,0.000,0.000,0.0,246.730
0.208,0.800,0.000,0.000,0.0,246.510
0.206,0.800,0.000,0.000,0.0,245.780
0.206,0.800,0.000,0.000,0.0,245.000
0.204,0.800,0.000,0.000,0.0,244.750
0.226,1.200,0.000,0.000,0.0,245.550
0.284,1.200,0.102,0.000,0.0,246.050
0.284,1.200,0.104,0.000,0.0,246.410
0.284,1.200,0.102,0.000,0.0,246.010
0.282,1.200,0.100,0.000,0.0,245.650
0.282,1.200,0.102,0.000,0.0,245.830
0.282,1.200,0.102,0.000,0.0,245.670
0.280,1.200,0.100,0.000,0.0,245.300
0.270,1.200,0.086,0.000,0.0,245.260
0.206,0.800,0.000,0.000,0.0,245.210
0.208,0.800,0.000,0.000,0.0,246.180
0.260,1.200,0.050,0.000,0.0,247.110
0.318,1.400,0.140,1.000,0.0,247.220
0.406,2.000,0.264,2.000,0.0,246.160
0.404,2.000,0.270,1.000,0.0,246.970
0.400,1.800,0.266,2.000,0.0,246.640
0.398,1.800,0.264,1.000,0.0,245.960
0.396,1.800,0.260,1.000,0.0,245.350
0.394,1.800,0.262,2.000,0.0,245.620
0.394,1.800,0.262,1.000,0.0,245.770
0.392,1.800,0.266,2.000,0.0,246.160
0.392,1.800,0.266,1.000,0.0,246.480
0.390,1.800,0.268,1.000,0.0,246.730
0.388,1.800,0.268,2.000,0.0,246.680
0.388,1.800,0.266,1.000,0.0,246.470
0.384,1.800,0.260,1.000,0.0,245.300
0.366,1.800,0.236,2.000,0.0,244.590
0.286,1.200,0.116,1.000,0.0,245.050
0.284,1.200,0.116,1.000,0.0,244.830
0.286,1.200,0.120,2.000,0.0,246.080
0.286,1.200,0.120,1.000,0.0,245.940
0.284,1.200,0.118,1.000,0.0,245.300
0.282,1.200,0.118,1.000,0.0,245.380
0.284,1.200,0.120,2.000,0.0,246.050
0.282,1.200,0.118,1.000,0.0,245.560
0.228,1.000,0.000,0.000,0.0,244.430
0.206,0.800,0.000,0.000,0.0,244.810
0.206,0.800,0.000,0.000,0.0,245.190
0.208,0.800,0.000,0.000,0.0,245.690
0.208,0.800,0.000,0.000,0.0,245.700
0.208,0.800,0.000,0.000,0.0,245.440
0.208,0.800,0.000,0.000,0.0,245.610
0.208,0.800,0.000,0.000,0.0,245.950
0.206,0.800,0.000,0.000,0.0,245.100
0.206,0.800,0.000,0.000,0.0,244.730
0.206,0.800,0.000,0.000,0.0,244.870
0.208,0.800,0.000,0.000,0.0,245.400
0.206,0.800,0.000,0.000,0.0,244.820
0.206,0.800,0.000,0.000,0.0,245.070
0.208,0.800,0.000,0.000,0.0,245.650
0.208,0.800,0.000,0.000,0.0,245.770
0.206,0.800,0.000,0.000,0.0,244.930
0.206,0.800,0.000,0.000,0.0,245.440
0.262,1.200,0.000,0.000,0.0,245.460
0.338,1.600,0.136,0.000,0.0,245.260
0.390,1.800,0.238,0.000,0.0,244.780
0.388,1.800,0.238,0.000,0.0,245.030
0.386,1.800,0.238,0.000,0.0,244.720
0.384,1.800,0.240,0.000,0.0,245.190
0.380,1.800,0.236,0.000,0.0,244.510
0.378,1.800,0.234,0.000,0.0,244.260
0.376,1.800,0.234,0.000,0.0,244.110
0.356,1.600,0.208,0.000,0.0,244.230
0.302,1.400,0.132,0.000,0.0,245.060
0.302,1.400,0.132,0.000,0.0,245.360
0.302,1.400,0.132,0.000,0.0,245.360
0.300,1.400,0.128,0.000,0.0,244.710
0.266,1.200,0.080,0.000,0.0,245.560
0.208,0.800,0.000,0.000,0.0,246.110
0.208,0.800,0.000,0.000,0.0,246.380
0.210,0.800,0.000,0.000,0.0,247.080
0.210,0.800,0.000,0.000,0.0,247.130
0.210,0.800,0.000,0.000,0.0,246.920
0.208,0.800,0.000,0.000,0.0,246.430
0.210,0.800,0.000,0.000,0.0,247.500
0.230,1.000,0.000,0.000,0.0,246.560
0.228,1.000,0.000,0.000,0.0,246.120
0.214,0.800,0.000,0.000,0.0,245.950
0.208,0.800,0.000,0.000,0.0,246.650
0.208,0.800,0.000,0.000,0.0,247.070
0.208,0.800,0.000,0.000,0.0,247.000
0.208,0.800,0.000,0.000,0.0,246.590
0.208,0.800,0.000,0.000,0.0,246.020
0.206,0.800,0.000,0.000,0.0,245.420
0.206,0.800,0.000,0.000,0.0,245.410
0.206,0.800,0.000,0.000,0.0,244.970
0.206,0.800,0.000,0.000,0.0,244.750
0.208,0.800,0.000,0.000,0.0,245.620
0.206,0.800,0.000,0.000,0.0,244.770
0.206,0.800,0.000,0.000,0.0,244.920
0.208,0.800,0.000,0.000,0.0,245.070
0.206,0.800,0.000,0.000,0.0,244.400
0.206,0.800,0.000,0.000,0.0,243.990
0.206,0.800,0.000,0.000,0.0,244.950
0.274,1.200,0.058,0.000,0.0,244.320
0.316,1.400,0.124,0.000,0.0,244.040
0.314,1.400,0.128,0.000,0.0,244.890
0.312,1.400,0.130,0.000,0.0,245.110
0.312,1.400,0.132,0.000,0.0,245.370
0.310,1.400,0.132,0.000,0.0,245.540
0.308,1.400,0.130,0.000,0.0,245.210
0.306,1.400,0.128,0.000,0.0,244.830
0.304,1.400,0.128,0.000,0.0,244.780
0.304,1.400,0.128,0.000,0.0,244.640
0.302,1.400,0.128,0.000,0.0,244.570
0.302,1.400,0.130,0.000,0.0,245.110
0.302,1.400,0.128,0.000,0.0,244.830
0.300,1.200,0.126,0.000,0.0,244.090
0.262,1.200,0.000,0.000,0.0,244.490
0.282,1.200,0.096,0.000,0.0,244.300
1.162,5.200,0.080,0.000,13.0,242.530
1.400,5.800,0.078,0.000,19.0,242.510
1.384,5.600,0.078,0.000,18.0,242.420
1.380,5.600,0.080,0.000,18.0,243.060
1.368,5.600,0.078,0.000,19.0,242.540
1.366,5.600,0.078,0.000,18.0,242.650
1.332,5.400,0.000,0.000,18.0,243.490
1.308,5.200,0.000,0.000,18.0,244.380
1.300,5.200,0.000,0.000,18.0,243.650
1.298,5.200,0.000,0.000,19.0,243.530
1.292,5.200,0.000,0.000,18.0,242.960
1.292,5.200,0.000,0.000,18.0,243.040
1.298,5.200,0.000,0.000,18.0,243.640
1.296,5.200,0.000,0.000,18.0,243.360
1.298,5.200,0.000,0.000,18.0,243.710
1.298,5.200,0.000,0.000,19.0,243.740
1.296,5.200,0.000,0.000,18.0,243.590
1.292,5.200,0.000,0.000,18.0,243.210
1.298,5.200,0.000,0.000,18.0,243.700
1.296,5.200,0.000,0.000,18.0,243.670
1.304,5.200,0.000,0.000,18.0,244.300
1.300,5.200,0.000,0.000,19.0,244.030
1.296,5.200,0.000,0.000,18.0,243.680
1.302,5.200,0.000,0.000,18.0,244.080
1.306,5.200,0.000,0.000,18.0,244.560
1.398,5.800,0.090,0.000,19.0,243.400
1.404,5.800,0.114,0.000,18.0,243.600
1.394,5.600,0.112,0.000,18.0,243.040
1.390,5.600,0.110,0.000,18.0,242.740
0.926,4.400,0.118,0.000,11.0,243.480
0.308,1.400,0.134,0.000,0.0,245.570
0.308,1.400,0.136,0.000,0.0,246.100
0.310,1.400,0.142,0.000,0.0,247.100
0.308,1.400,0.142,0.000,0.0,247.360
0.310,1.400,0.146,0.000,0.0,247.890
0.308,1.400,0.148,0.000,0.0,248.190
0.310,1.400,0.150,0.000,0.0,248.810
0.306,1.400,0.146,0.000,0.0,247.930
0.280,1.200,0.102,0.000,0.0,247.070
0.210,0.800,0.000,0.000,0.0,247.350
0.276,1.400,0.066,0.000,0.0,246.770
0.300,1.200,0.124,1.000,0.0,246.080
0.296,1.200,0.122,2.000,0.0,245.650
0.294,1.200,0.120,1.000,0.0,245.570
0.290,1.200,0.120,1.000,0.0,245.610
0.292,1.200,0.122,2.000,0.0,245.870
0.294,1.200,0.126,1.000,0.0,247.090
0.292,1.200,0.124,2.000,0.0,246.650
0.294,1.200,0.126,1.000,0.0,246.810
0.292,1.200,0.124,2.000,0.0,246.600
0.292,1.200,0.126,1.000,0.0,246.960
0.294,1.200,0.128,1.000,0.0,247.610
0.296,1.200,0.128,2.000,0.0,247.420
0.340,1.600,0.170,1.000,0.0,247.140
0.370,1.800,0.240,1.000,0.0,247.890
0.374,1.800,0.240,2.000,0.0,247.530
0.376,1.800,0.240,1.000,0.0,247.830
0.372,1.800,0.240,1.000,0.0,247.630
0.372,1.800,0.240,2.000,0.0,248.010
0.370,1.800,0.238,1.000,0.0,247.660
0.366,1.800,0.236,1.000,0.0,247.360
0.318,1.400,0.166,1.000,0.0,247.700
0.294,1.200,0.130,2.000,0.0,248.220
0.294,1.200,0.134,1.000,0.0,248.820
0.232,1.000,0.000,0.000,0.0,248.070
0.218,0.800,0.000,0.000,0.0,247.860
0.332,1.400,0.128,0.000,0.0,246.500
0.326,1.400,0.136,0.000,0.0,246.390
0.320,1.400,0.134,0.000,0.0,246.050
0.320,1.400,0.140,0.000,0.0,247.060
0.320,1.400,0.142,0.000,0.0,247.340
0.318,1.400,0.142,0.000,0.0,247.360
0.316,1.400,0.142,0.000,0.0,247.440
0.314,1.400,0.140,0.000,0.0,246.800
0.310,1.400,0.132,0.000,0.0,245.350
0.308,1.400,0.130,0.000,0.0,245.010
0.306,1.400,0.130,0.000,0.0,245.140
0.308,1.400,0.134,0.000,0.0,245.940
0.310,1.400,0.142,0.000,0.0,247.310
0.284,1.200,0.104,0.000,0.0,247.650
0.214,0.800,0.000,0.000,0.0,247.260
0.214,0.800,0.000,0.000,0.0,247.230
0.212,0.800,0.000,0.000,0.0,246.480
0.212,0.800,0.000,0.000,0.0,245.850
0.212,0.800,0.000,0.000,0.0,246.770
0.214,0.800,0.000,0.000,0.0,247.140
0.214,0.800,0.000,0.000,0.0,247.390
0.212,0.800,0.000,0.000,0.0,247.170
0.214,0.800,0.000,0.000,0.0,247.310
0.210,0.800,0.000,0.000,0.0,245.940
0.210,0.800,0.000,0.000,0.0,245.650
0.208,0.800,0.000,0.000,0.0,245.060
0.206,0.800,0.000,0.000,0.0,243.740
0.206,0.800,0.000,0.000,0.0,244.030
0.206,0.800,0.000,0.000,0.0,243.570
0.206,0.800,0.000,0.000,0.0,244.190
0.208,0.800,0.000,0.000,0.0,244.600
0.208,0.800,0.000,0.000,0.0,244.770
0.206,0.800,0.000,0.000,0.0,244.080
0.206,0.800,0.000,0.000,0.0,243.730
0.206,0.800,0.000,0.000,0.0,243.890
0.206,0.800,0.000,0.000,0.0,243.730
0.204,0.800,0.000,0.000,0.0,243.070
0.202,0.800,0.000,0.000,0.0,242.250
0.202,0.800,0.000,0.000,0.0,242.140
0.202,0.800,0.000,0.000,0.0,242.330
0.246,1.200,0.000,0.000,0.0,243.530
0.316,1.400,0.122,0.000,0.0,243.530
0.330,1.600,0.124,0.000,0.0,242.460
0.384,1.800,0.222,0.000,0.0,242.230
0.386,1.800,0.234,0.000,0.0,244.250
0.388,1.800,0.242,0.000,0.0,245.650
0.392,1.800,0.236,0.000,0.0,244.890
0.564,2.600,0.230,0.000,0.0,244.330
1.552,6.400,0.218,0.000,0.0,243.020
